layer,category,indomain,image_name,decode_url,image_urls
0,2,0,0770e09029cec6f114c5c4c5e0ca64812fd29bd2.jpg,630299,https://m.media-amazon.com/images/S/dmp-catalog-images-prod/images/bf74c7a0-d182-4d25-a04b-d1c24524dba3/bf74c7a0-d182-4d25-a04b-d1c24524dba3--39023708._UXNaN_FMjpg_QL85_.jpg
