exist,shorturl,Datetime,Tag,Tweet_id,image_name,decode_url,unshorten_url,image_urls
True,False,2022-05-12 08:02:44+00:00,#premium,1524661336961077248,FSiuu-BXoAA9pfp,https://linktr.ee/kymcoukmobility,https://linktr.ee/kymcoukmobility,https://pbs.twimg.com/media/FSiuu-BXoAA9pfp?format=jpg&name=large
True,False,2021-12-06 07:41:44+00:00,#premium,1467761158056660993,FF6I_osUUAMyW2H,https://linktr.ee/kitahebatid,https://linktr.ee/kitahebatid,https://pbs.twimg.com/media/FF6I_osUUAMyW2H?format=jpg&name=large
