exist,shorturl,layer,category,indomain,image_name,decode_url,unshorten_url,image_urls
True,True,3.0,6,1,android_tv.png,https://bit.ly/3Q0Fyxc,https://drive.google.com/drive/folders/1j493cfswzq1472X6Y_jTZsUvsxHTQNxJ?usp=sharing,https://video.friday.tw/img/download/android_tv.png?20220609
True,True,3.0,6,1,android_phone.png,https://bit.ly/3x9smNS,https://drive.google.com/drive/folders/1Hqdfs4Z5HxIQapTsASvXEAGRMYCgFteY?usp=sharing,https://video.friday.tw/img/download/android_phone.png?20220609
True,True,3.0,6,1,androidTablet.png,https://bit.ly/3xdyXqy,https://drive.google.com/drive/folders/156NY7xcdsxiNAjQP8Ks-0U4nj20Y6NFS?usp=sharing,https://video.friday.tw/img/download/androidTablet.png?20220609
