category,image_name,image_urls,indomain,layer,relative_path
6,banner_pc_220715-575 (1).jpg,https://www.aptg.com.tw/export/sites/aptg/images/op1/1920x700/banner_pc_220715-575.jpg,1,3,/cat6/third/
6,banner_pc_729_220715-864 (1).jpg,https://www.aptg.com.tw/export/sites/aptg/images/op1/1920x700/banner_pc_729_220715-864.jpg,1,3,/cat6/third/
