category,image_name,image_urls,indomain,layer,relative_path
8,1ebfc8427222a7a61ec0d76c41f93462c7780c51,https://play-lh.googleusercontent.com/a/AItbvmnVaeyaeqo3VotG8XxVzlo064ylXi8K8X-0wOuv=s32-mo,0,3,/cat8/third/
