exist,shorturl,Datetime,Tag,Tweet_id,image_name,decode_url,unshorten_url,image_urls
True,False,2014-12-04 01:08:27+00:00,#QRcode,5.403116364192932e+17,B3-SkbbCYAEYRJJ,http://kaywa.me/tJ0SK,http://kaywa.me/tJ0SK,https://pbs.twimg.com/media/B3-SkbbCYAEYRJJ?format=jpg&name=large
True,False,2014-12-03 01:46:35+00:00,#QRcode,5.399588452051272e+17,B35RtRGCYAAcqWo,http://kaywa.me/a2jQX,http://kaywa.me/a2jQX,https://pbs.twimg.com/media/B35RtRGCYAAcqWo?format=jpg&name=large
True,False,2014-11-30 15:40:27+00:00,#QRcode,5.3908153204107264e+17,B3szy_EIYAA3pDl,http://kaywa.me/7NuPm,http://kaywa.me/7NuPm,https://pbs.twimg.com/media/B3szy_EIYAA3pDl?format=png&name=large
False,False,2014-11-17 18:53:11+00:00,#QRcode,5.344189923548447e+17,B2qjPauCIAAodTz,http://kaywa.me/Vr6dV,http://kaywa.me/Vr6dV,https://pbs.twimg.com/media/B2qjPauCIAAodTz?format=png&name=large
True,False,2014-10-04 06:39:23+00:00,#QRcode,5.182892604963144e+17,BzFVVbDIgAATvP2,http://kaywa.me/PL5tf,http://kaywa.me/PL5tf,https://pbs.twimg.com/media/BzFVVbDIgAATvP2?format=jpg&name=large
True,False,2014-09-30 14:50:56+00:00,#QRcode,5.169634117550367e+17,Bf0A9CjCUAAQCsd,http://kaywa.me/SWg8a,http://kaywa.me/SWg8a,https://pbs.twimg.com/media/Bf0A9CjCUAAQCsd?format=jpg&name=large
True,False,2014-06-13 04:18:31+00:00,#QRcode,4.773039797941207e+17,Bp-5cMtCEAAL9Al,http://kaywa.me/nk4kl,http://kaywa.me/nk4kl,https://pbs.twimg.com/media/Bp-5cMtCEAAL9Al?format=jpg&name=large
True,False,2014-03-27 16:18:28+00:00,#QRcode,4.492189076066468e+17,BjvyN1uIUAAHEFQ,http://kaywa.me/BJ5TP,http://kaywa.me/BJ5TP,https://pbs.twimg.com/media/BjvyN1uIUAAHEFQ?format=jpg&name=large
True,False,2014-03-24 18:10:48+00:00,#QRcode,4.48160013119656e+17,BjgvKEQIEAEzKdU,http://kaywa.me/E1Rjr,http://kaywa.me/E1Rjr,https://pbs.twimg.com/media/BjgvKEQIEAEzKdU?format=jpg&name=large
True,False,2014-03-10 17:38:03+00:00,#QRcode,4.4307834270767104e+17,BiYhZ7lCcAAK7Hy,http://kaywa.me/DT7S8,http://kaywa.me/DT7S8,https://pbs.twimg.com/media/BiYhZ7lCcAAK7Hy?format=png&name=large
True,False,2014-01-26 03:08:04+00:00,#QRcode,4.2727672571877376e+17,Be396xHCcAAoSwn,http://kaywa.me/rX0oU,http://kaywa.me/rX0oU,https://pbs.twimg.com/media/Be396xHCcAAoSwn?format=png&name=large
True,False,2014-01-20 23:33:05+00:00,#QRcode,4.25410683589505e+17,Bedcwz_CUAA_vlC,http://kaywa.me/wtk6E,http://kaywa.me/wtk6E,https://pbs.twimg.com/media/Bedcwz_CUAA_vlC?format=jpg&name=large
True,False,2014-01-14 21:26:01+00:00,#QRcode,4.232043795548856e+17,Bd-GJBeCMAAphP0,http://kaywa.me/i3KGb,http://kaywa.me/i3KGb,https://pbs.twimg.com/media/Bd-GJBeCMAAphP0?format=png&name=large
True,False,2013-12-16 10:07:11+00:00,#QRcode,4.125242972660204e+17,BbmUqahCQAE3VF1,http://kaywa.me/DUsD7,http://kaywa.me/DUsD7,https://pbs.twimg.com/media/BbmUqahCQAE3VF1?format=jpg&name=large
True,False,2013-12-04 10:30:16+00:00,#QRcode,4.081814523547607e+17,Baom3kfCMAALwPR,http://kaywa.me/8FctQ,http://kaywa.me/8FctQ,https://pbs.twimg.com/media/Baom3kfCMAALwPR?format=jpg&name=large
False,False,2013-11-24 15:24:28+00:00,#QRcode,4.046316102405325e+17,BZ2KTjcIQAAb2ot,http://kaywa.me/n8efv,http://kaywa.me/n8efv,https://pbs.twimg.com/media/BZ2KTjcIQAAb2ot?format=jpg&name=large
False,False,2013-11-05 17:28:35+00:00,#QRcode,3.977774752681206e+17,BYUwgZmCEAA83Qe,http://kaywa.me/kuGs5,http://kaywa.me/kuGs5,https://pbs.twimg.com/media/BYUwgZmCEAA83Qe?format=jpg&name=large
False,False,2013-11-04 19:02:33+00:00,#QRcode,3.974387353121055e+17,BYP8bI6CMAAwMIV,http://kaywa.me/kuGs5,http://kaywa.me/kuGs5,https://pbs.twimg.com/media/BYP8bI6CMAAwMIV?format=jpg&name=large
False,False,2013-10-25 19:33:02+00:00,#QRcode,3.938225289482896e+17,BXcjgObCQAEq6Yz,http://kaywa.me/kuGs5,http://kaywa.me/kuGs5,https://pbs.twimg.com/media/BXcjgObCQAEq6Yz?format=jpg&name=large
True,False,2013-10-12 16:31:51+00:00,#QRcode,3.890658910542397e+17,BWY9XcvCcAE549E,http://kaywa.me/ce7hK,http://kaywa.me/ce7hK,https://pbs.twimg.com/media/BWY9XcvCcAE549E?format=jpg&name=large
True,False,2013-09-27 21:58:19+00:00,#QRcode,3.8371223069853696e+17,BVM4PZnCMAACkU9,http://kaywa.me/5faqO,http://kaywa.me/5faqO,https://pbs.twimg.com/media/BVM4PZnCMAACkU9?format=png&name=large
True,False,2013-09-11 13:57:39+00:00,#QRcode,3.777930599517389e+17,BT4wyS8IIAAI6S0,http://kaywa.me/Gs3hg,http://kaywa.me/Gs3hg,https://pbs.twimg.com/media/BT4wyS8IIAAI6S0?format=jpg&name=large
False,False,2013-08-27 21:03:22+00:00,#QRcode,3.724643793854792e+17,BStCYTFCAAAFQI0,http://kaywa.me/O3908,http://kaywa.me/O3908,https://pbs.twimg.com/media/BStCYTFCAAAFQI0?format=png&name=large
True,False,2013-08-20 11:09:40+00:00,#QRcode,3.697782548082401e+17,BSG3XRQCUAAJbUt,http://kaywa.me/5loxR,http://kaywa.me/5loxR,https://pbs.twimg.com/media/BSG3XRQCUAAJbUt?format=png&name=large
True,False,2013-07-01 16:35:24+00:00,#QRcode,3.517408325225759e+17,BOGibHACIAAvxY2,http://kaywa.me/2hKlW,http://kaywa.me/2hKlW,https://pbs.twimg.com/media/BOGibHACIAAvxY2?format=jpg&name=large
False,False,2013-06-20 11:28:56+00:00,#QRcode,3.47677442237952e+17,BNMyyqlCcAArJAW,http://kaywa.me/2erDE,http://kaywa.me/2erDE,https://pbs.twimg.com/media/BNMyyqlCcAArJAW?format=jpg&name=large
True,False,2013-06-20 04:24:12+00:00,#QRcode,3.4757055463256064e+17,BNLRk_PCYAAyijJ,http://kaywa.me/Lvyv4,http://kaywa.me/Lvyv4,https://pbs.twimg.com/media/BNLRk_PCYAAyijJ?format=png&name=large
True,False,2013-06-09 22:08:42+00:00,#QRcode,3.43852179846742e+17,BMWbvFtCQAAA07y,http://kaywa.me/DXp4O,http://kaywa.me/DXp4O,https://pbs.twimg.com/media/BMWbvFtCQAAA07y?format=jpg&name=large
False,False,2013-05-31 18:11:44+00:00,#QRcode,3.405310543498076e+17,BLnPMJHCcAAwTvd,http://kaywa.me/1RT4k,http://kaywa.me/1RT4k,https://pbs.twimg.com/media/BLnPMJHCcAAwTvd?format=png&name=large
False,False,2013-05-11 17:32:30+00:00,#QRcode,3.332734204417147e+17,BKABT7ACIAAoncy,http://kaywa.me/pSQK8,http://kaywa.me/pSQK8,https://pbs.twimg.com/media/BKABT7ACIAAoncy?format=png&name=large
False,False,2013-05-11 17:32:29+00:00,#QRcode,3.332734185626747e+17,BKABKQRCUAADjPN,http://kaywa.me/pSQK8,http://kaywa.me/pSQK8,https://pbs.twimg.com/media/BKABKQRCUAADjPN?format=png&name=large
True,False,2013-05-06 01:33:48+00:00,#QRcode,3.312202194963661e+17,BJixRJBCMAAP7gq,http://kaywa.me/lB8SO,http://kaywa.me/lB8SO,https://pbs.twimg.com/media/BJixRJBCMAAP7gq?format=jpg&name=large
True,False,2013-05-04 18:53:30+00:00,#QRcode,3.3075708892821914e+17,BJcV0ekCQAA3yXy,http://kaywa.me/QUDK3,http://kaywa.me/QUDK3,https://pbs.twimg.com/media/BJcV0ekCQAA3yXy?format=jpg&name=large
True,False,2013-05-04 18:53:30+00:00,#QRcode,3.3075708892821914e+17,BJcV0ekCQAA3yXy,http://kaywa.me/cu2Bj,http://kaywa.me/cu2Bj,https://pbs.twimg.com/media/BJcV0ekCQAA3yXy?format=jpg&name=large
True,False,2013-05-04 18:53:30+00:00,#QRcode,3.3075708892821914e+17,BJcV0ekCQAA3yXy,http://kaywa.me/y09QJ,http://kaywa.me/y09QJ,https://pbs.twimg.com/media/BJcV0ekCQAA3yXy?format=jpg&name=large
False,False,2013-05-03 15:53:19+00:00,#QRcode,3.30349358522454e+17,BJWi_cbCUAA6bEo,http://kaywa.me/9MAZd,http://kaywa.me/9MAZd,https://pbs.twimg.com/media/BJWi_cbCUAA6bEo?format=jpg&name=large
False,False,2013-04-21 14:59:28+00:00,#QRcode,3.259871542096691e+17,BIYjdE_CcAE9U2M,http://kaywa.me/qpB7x,http://kaywa.me/qpB7x,https://pbs.twimg.com/media/BIYjdE_CcAE9U2M?format=jpg&name=large
True,False,2013-04-02 13:40:20+00:00,#QRcode,3.190818698094305e+17,BG2bRSCCMAAObAD,http://kaywa.me/G5hta,http://kaywa.me/G5hta,https://pbs.twimg.com/media/BG2bRSCCMAAObAD?format=jpg&name=large
False,False,2013-03-31 23:01:36+00:00,#QRcode,3.18498339945599e+17,BGuIjX6CUAA4heN,http://kaywa.me/2NeGv,http://kaywa.me/2NeGv,https://pbs.twimg.com/media/BGuIjX6CUAA4heN?format=jpg&name=large
True,False,2013-03-28 10:07:15+00:00,#QRcode,3.172163065899991e+17,BGb4_C1CcAIxUXh,http://kaywa.me/G5hta,http://kaywa.me/G5hta,https://pbs.twimg.com/media/BGb4_C1CcAIxUXh?format=jpg&name=large
True,False,2013-03-27 13:12:37+00:00,#QRcode,3.169005657350472e+17,BGXbYrICAAAe9Bs,http://kaywa.me/oY1PC,http://kaywa.me/oY1PC,https://pbs.twimg.com/media/BGXbYrICAAAe9Bs?format=png&name=large
False,False,2013-03-23 11:05:45+00:00,#QRcode,3.1541908764584346e+17,BGCXrXCCcAA6HK8,http://kaywa.me/KS2OL,http://kaywa.me/KS2OL,https://pbs.twimg.com/media/BGCXrXCCcAA6HK8?format=jpg&name=large
False,False,2012-12-23 02:46:53+00:00,#QRcode,2.826786319967191e+17,A-xGt9YCAAAqQa3,http://kaywa.me/Nt4Gf,http://kaywa.me/Nt4Gf,https://pbs.twimg.com/media/A-xGt9YCAAAqQa3?format=jpg&name=large
