category,indomain,layer,urls
4,1,1,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fbookmark%2Fp%2Fd8328483e4ce&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40yinning%2F%25E4%25B8%2580%25E8%25A7%25A3%25E5%25B0%258D%25E7%2599%258C%25E7%2597%2587%25E5%25A5%25BD%25E5%25A5%2587%25E7%259A%2584%25E9%25A3%25A2%25E6%25B8%25B4-%25E8%2590%25AC%25E7%2597%2585%25E4%25B9%258B%25E7%258E%258B-%25E4%25B8%2580%25E9%2583%25A8%25E7%2599%258C%25E7%2597%2587%25E7%259A%2584%25E5%2582%25B3%25E8%25A8%2598-%25E4%25BB%25A5%25E5%258F%258A%25E6%2588%2591%25E5%2580%2591%25E8%2588%2587%25E5%25AE%2583%25E6%2590%258F%25E9%25AC%25A5%25E7%259A%2584%25E6%2595%2585%25E4%25BA%258B-d8328483e4ce&source=---------0-----------------bookmark_preview-----------
4,1,1,https://medium.com/@yinning/高山症-懶人包-4704ef993166?source=user_profile---------1----------------------------
4,1,1,https://medium.com/tag/戶外?source=user_profile--------------------%E6%88%B6%E5%A4%96-----------------
4,1,1,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fbookmark%2Fp%2F4704ef993166&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40yinning%2F%25E9%25AB%2598%25E5%25B1%25B1%25E7%2597%2587-%25E6%2587%25B6%25E4%25BA%25BA%25E5%258C%2585-4704ef993166&source=---------1-----------------bookmark_preview-----------
4,1,1,https://medium.com/m/signin?operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40yinning&source=user_profile--------------------------nav_reg-----------
4,1,1,https://medium.com/@yinning
4,1,1,https://medium.com/m/signin?actionUrl=%2F_%2Fapi%2Fusers%2Fd85062e1492c%2Flazily-enable-writer-subscription&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40yinning&user=Yin+Ning&userId=d85062e1492c&source=--------------------------subscribe_user-----------
4,1,1,https://medium.com/@101?source=blogrolls_sidebar-------------------------------------
4,1,1,https://medium.com/@evonneyifangtsai?source=blogrolls_sidebar-------------------------------------
4,1,1,https://medium.com/@weihsunchen?source=blogrolls_sidebar-------------------------------------
4,1,1,https://medium.com/@petersuppi?source=blogrolls_sidebar-------------------------------------
4,1,1,https://medium.com/@happyread?source=blogrolls_sidebar-------------------------------------
4,0,1,https://help.medium.com/hc/en-us
4,0,1,https://medium.statuspage.io
4,0,1,https://about.medium.com/creators/
4,0,1,https://blog.medium.com
4,1,1,https://medium.com/jobs-at-medium/work-at-medium-959d1a85284e
4,0,1,https://policy.medium.com/medium-privacy-policy-f03bf92035c9
4,0,1,https://policy.medium.com/medium-terms-of-service-9db0094a1e0f
4,1,1,https://medium.com/about?autoplay=1
4,0,1,https://knowable.fyi
4,0,1,http://demo.www.zhe.tw/ning/Arctic/index.html
4,0,1,http://demo.www.zhe.tw/ning/b/k/index.html
4,1,1,https://seekforest.blogspot.com/search/label/%E5%89%8D%E5%8D%81%E5%90%8D%E7%86%B1%E9%96%80%E6%96%87%E7%AB%A0
4,1,1,https://seekforest.blogspot.com/feeds/posts/default
4,1,1,https://seekforest.blogspot.com/search/label/%E8%A8%AD%E8%A8%88%EF%BC%86%E8%AE%80%E6%9B%B8%E7%AD%86%E8%A8%98
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html
4,0,1,https://www.blogger.com/post-edit.g?blogID=1661190169997207318&postID=5776986981854971901&from=pencil
4,0,1,https://1.bp.blogspot.com/-w8ZR44szhHA/Wyc40V2s7RI/AAAAAAAAR_s/RtIdxpEwrGYt8CKGvzXiFpaWpN4MLRC_gCEwYBhgL/s1600/web_ss.png
4,0,1,http://ux.pixnet.net/blog
4,0,1,https://4.bp.blogspot.com/-45UgrwodXY0/Wyc4y3uJGMI/AAAAAAAASAE/oRARIzNMDQEOi9xRgr3A7JFwGBC9FfmzwCEwYBhgL/s1600/pixnet_uxlab.png
4,0,1,http://ej2009eg.pixnet.net/blog
4,0,1,https://www.facebook.com/yinningw/notes?lst=100000395435362%3A100000395435362%3A1529297380
4,0,1,https://wptw.org/
4,0,1,https://tw.wordpress.org/
4,0,1,https://zh-tw.wordpress.com/
4,0,1,https://www.scissorthemes.com/
4,0,1,https://1.bp.blogspot.com/-CfLkxaPssyA/Wyc4w3dfCbI/AAAAAAAAR_0/sYfPLNKwHTcjBzJwWpQzj1xvDthJH1-2QCEwYBhgL/s1600/medium_bookmark.png
4,0,1,https://3.bp.blogspot.com/-XM4GK5VuZZA/Wyc4xwmwaDI/AAAAAAAAR_8/tUfEhhM0-BIG-40SiSPI7WhV6FUQeX0mQCEwYBhgL/s1600/medium_post.png
4,0,1,https://3.bp.blogspot.com/-4X20ASdJBaY/Wyc4yQUgdDI/AAAAAAAASAI/doKpU-FvKog3d2fc48tTDWbQxExO1PX0ACEwYBhgL/s1600/pixnet_edit.png
4,0,1,https://1.bp.blogspot.com/-GRFyWpHgvMc/Wyc4yWonLuI/AAAAAAAASAA/4jQI5yxYjJcK8559VKFl5-ynshX_wjOTwCEwYBhgL/s1600/pixnet_mib.png
4,0,1,https://4.bp.blogspot.com/--F9LxEHQLMY/Wyc4vW4l0AI/AAAAAAAASAA/cCpvPyVmJ_UVEPMGH4d40URl-DU6zL_XwCEwYBhgL/s1600/blog_edit.png
4,0,1,https://1.bp.blogspot.com/-UvCY76Pje-w/Wyc4vVRJj8I/AAAAAAAASAA/zwWp1A355Dwmscke0O3BrFTnFAdqu3DAwCEwYBhgL/s1600/blog_edit_post.png
4,0,1,https://4.bp.blogspot.com/-5t0Z5UPA9Sw/Wyc4z7bVwRI/AAAAAAAASAI/ChQBfCpHRXIxa3s5UEN-y9qPjdfWEe0AwCEwYBhgL/s1600/web_edit.png
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html#comment-form
4,0,1,https://www.facebook.com/share.php?v=4&src=bm&u=https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html&t=【攻略】部落格比較表：Pixnet、Blogger、Medium、Facebook網誌、Weebly、Wordpress
4,0,1,https://twitter.com/home?status=【攻略】部落格比較表：Pixnet、Blogger、Medium、Facebook網誌、Weebly、Wordpress -- https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html
4,0,1,https://pinterest.com/pin/create/button/?source_url=https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html&media=https://1.bp.blogspot.com/-w8ZR44szhHA/Wyc40V2s7RI/AAAAAAAAR_s/RtIdxpEwrGYt8CKGvzXiFpaWpN4MLRC_gCEwYBhgL/s640/web_ss.png&description=【攻略】部落格比較表：Pixnet、Blogger、Medium、Facebook網誌、Weebly、Wordpress
4,0,1,https://plus.google.com/share?url=https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html
4,0,1,https://www.blogger.com/profile/06352777605604481062
4,1,1,https://seekforest.blogspot.com/2018/08/chamonix-vs-zermatt20180703-17.html
4,1,1,https://seekforest.blogspot.com/2018/05/blog-post.html
4,0,1,https://www.blogger.com/profile/06172491488415959557
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1535547823624#c3931109039783964735
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=3931109039783964735
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1538541823660#c140294524935443153
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=140294524935443153
4,0,1,https://www.blogger.com/profile/12223089321730427438
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1538203470156#c5692575950231253282
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5692575950231253282
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1538643608524#c5251722419788982015
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5251722419788982015
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1538646016372#c5420182297420554340
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5420182297420554340
4,0,1,https://www.blogger.com/profile/00032910572239889348
4,0,1,https://connect.usa.gov/blog
4,1,1,https://blog.usa.gov/topic/content
4,1,1,https://blog.usa.gov/topic/user-experience-and-accessibility
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1545732928218#c1493665821930819383
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=1493665821930819383
4,0,1,https://www.blogger.com/profile/11908096579999306922
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1547041337950#c990623477367064363
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=990623477367064363
4,0,1,https://www.blogger.com/profile/02617161489516591924
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1547383831504#c2203080743551103182
4,1,1,https://blog.usa.gov/topic/performance-and-analytics
4,1,1,https://blog.usa.gov/topic/multilingual
4,1,1,https://blog.usa.gov/usagovs-second-quarter-fy22-insights
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=2203080743551103182
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1547459472969#c8781287168488319654
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=8781287168488319654
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1550909700914#c5171879986537287193
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5171879986537287193
4,1,1,https://blog.usa.gov/sunsetting-go.usa.gov-frequently-asked-questions
4,0,1,https://go.usa.gov/
4,1,1,https://blog.usa.gov/topic/design-and-development
4,0,1,https://www.blogger.com/profile/17161548483606078630
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1550900315294#c1563390828435888557
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=1563390828435888557
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1551067344228#c3669516160490032107
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=3669516160490032107
4,0,1,https://www.blogger.com/profile/13362584748146779329
4,1,1,https://blog.usa.gov/usagov-content-design-team-2021-highlights
4,0,1,https://www.usa.gov/
4,0,1,https://www.usa.gov/espanol/
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1552188201883#c7952745910502964882
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=7952745910502964882
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1552276040000#c8375938580070425831
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=8375938580070425831
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1552277184231#c4285730544349600890
4,1,1,https://blog.usa.gov/how-usagov-engaged-with-the-public-in-2021-3-examples
4,1,1,https://blog.usa.gov/topic/marketing
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=4285730544349600890
4,0,1,https://learnow.net/
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1554475191388#c6158668953505545697
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=6158668953505545697
4,0,1,https://www.blogger.com/profile/14550222170643868399
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1556236790344#c3570847386860720923
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=3570847386860720923
4,1,1,https://blog.usa.gov/usagovs-first-quarter-2022-insights
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1556506275130#c6818268899713584921
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=6818268899713584921
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1584472454283#c6616706481472704497
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=6616706481472704497
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1586231954538#c5118129273600348619
4,1,1,https://blog.usa.gov/creating-a-new-way-for-people-to-discover-government-benefits
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5118129273600348619
4,0,1,https://www.blogger.com/profile/01567210939064916821
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1556277428691#c5244381418646855011
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5244381418646855011
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1556506524270#c2623598529142254185
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=2623598529142254185
4,0,1,http://usa.gov/espanol
4,0,1,https://www.blogger.com/profile/08146782120792286243
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1556430665534#c5165556084245969043
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5165556084245969043
4,0,1,https://www.blogger.com/profile/04941154751404287718
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1556567522847#c9025735946785179309
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=9025735946785179309
4,1,1,https://blog.usa.gov/top-5-usagov-google-searches-of-2021
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1556592822641#c8627476389562046939
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=8627476389562046939
4,0,1,https://www.blogger.com/profile/01137956165360323077
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1556802050864#c5282656605767373019
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5282656605767373019
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1557110566649#c301921694127623803
4,1,1,https://blog.usa.gov/all
4,1,1,https://blog.usa.gov/page/2
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=301921694127623803
4,0,1,https://www.blogger.com/profile/15265617119017851930
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1557209505580#c5180083065549974774
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5180083065549974774
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1557285918067#c1754593245503340476
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=1754593245503340476
4,0,1,https://www.usa.gov/about
4,0,1,https://www.usa.gov/media
4,0,1,https://www.usa.gov/developer
4,0,1,https://www.usa.gov/site-issue-report-form
4,0,1,https://www.usa.gov/site-index
4,0,1,https://www.blogger.com/profile/13375533485024760445
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1558082688329#c5479545123328590758
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5479545123328590758
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1558322091266#c4837732075574866097
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=4837732075574866097
4,0,1,https://www.usa.gov/phone
4,0,1,https://gobierno.usa.gov/contactenos
4,0,1,https://www.usa.gov/explore/
4,0,1,https://www.facebook.com/USAgov
4,0,1,https://twitter.com/USAgov
4,0,1,https://www.youtube.com/usagov1
4,0,1,https://www.instagram.com/usagov/
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1558665464510#c4252919629597478916
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=4252919629597478916
4,0,1,https://www.blogger.com/profile/04947993391056042346
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1558688808642#c785977475778761878
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=785977475778761878
4,0,1,https://www.blogger.com/profile/00303490234067509098
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1562932337084#c6100934716581070018
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=6100934716581070018
4,0,1,https://www.blogger.com/profile/03336397861213434746
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1565347752606#c2197142481335822514
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=2197142481335822514
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1573445861991#c2603179049704253969
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=2603179049704253969
4,0,1,https://www.blogger.com/profile/15050532554719260394
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1569854006812#c3253154356705032660
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=3253154356705032660
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1573445844345#c7971672152755943952
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=7971672152755943952
4,0,1,https://www.blogger.com/profile/03855890776524995187
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1572503887857#c5517249300567485685
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5517249300567485685
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1572506256774#c5275429627922782679
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5275429627922782679
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1574904013535#c4631362936983086331
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=4631362936983086331
4,0,1,https://www.blogger.com/profile/09288150282827031309
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1574526372233#c3617708982388201950
4,0,1,https://fox2.kr
4,0,1,https://www.albagirls.net
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=3617708982388201950
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1580529883849#c3470835246840667717
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=3470835246840667717
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1580729951816#c5710261706712249913
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5710261706712249913
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1580990252996#c3560161874273097954
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=3560161874273097954
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1580990360929#c5020670170807021611
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5020670170807021611
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1581393251718#c5432415128910088852
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5432415128910088852
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1581393491722#c501611256716788773
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=501611256716788773
4,0,1,https://maizi-nonsense.blogspot.com/
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1582301324815#c496403023803816223
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=496403023803816223
4,0,1,http://www.yegogo.com/goods.php%3Fid%3D4
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1582380930225#c4735446584362363732
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=4735446584362363732
4,0,1,https://www.blogger.com/profile/02434197536951958336
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1583868253866#c5284327051500760849
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5284327051500760849
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1584114241695#c8806942800385671787
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=8806942800385671787
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1586232561130#c6969211106955634943
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=6969211106955634943
4,0,1,https://www.blogger.com/profile/10296286970696953313
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1584670256065#c5411866435177611031
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5411866435177611031
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1586244974037#c7612663772432672596
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=7612663772432672596
4,0,1,https://www.blogger.com/profile/09294484098382218978
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1591767616646#c5029194582178562663
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=5029194582178562663
4,0,1,https://www.blogger.com/profile/14450339137876675297
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1586265158069#c7313965182780022662
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=7313965182780022662
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1586826688398#c6751970435612233879
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=6751970435612233879
4,0,1,https://www.blogger.com/profile/17304997768953836900
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1591689518785#c4799098624180250835
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=4799098624180250835
4,1,1,https://seekforest.blogspot.com/2018/06/pixnetbloggermediumfacebookweeblywordpr.html?showComment=1591767359453#c2655547329288911696
4,0,1,https://www.blogger.com/delete-comment.g?blogID=1661190169997207318&postID=2655547329288911696
4,0,1,https://www.blogger.com/comment/frame/1661190169997207318?po=5776986981854971901&hl=zh-TW
4,1,1,https://seekforest.blogspot.com/search/label/100%E5%A4%A9%E5%AF%AB%E4%BD%9C%E8%A8%88%E7%95%AB
4,1,1,https://seekforest.blogspot.com/search/label/%E6%88%B6%E5%A4%96%EF%BC%86%E9%81%8B%E5%8B%95%E8%A3%9D%E5%82%99
4,1,1,https://seekforest.blogspot.com/search/label/%E6%97%A5%E6%9C%AC%E6%97%85%E9%81%8A%EF%BC%86%E7%99%BB%E5%B1%B1
4,1,1,https://seekforest.blogspot.com/search/label/%E5%8F%B0%E7%81%A3%E7%99%BE%E5%B2%B3
4,1,1,https://seekforest.blogspot.com/search/label/%E5%8F%B0%E7%81%A3%E9%81%8A%E8%A8%98
4,1,1,https://seekforest.blogspot.com/search/label/%E4%BA%9E%E6%B4%B2%E6%97%85%E9%81%8A%EF%BC%86%E7%99%BB%E5%B1%B1
4,1,1,https://seekforest.blogspot.com/search/label/%E8%B7%91%E6%AD%A5%E8%87%AA%E8%A1%8C%E8%BB%8A%E4%B8%89%E9%90%B5
4,1,1,https://seekforest.blogspot.com/search/label/%E9%81%8B%E5%8B%95%E5%82%B7%E5%AE%B3%EF%BC%86%E9%98%B2%E8%AD%B7
4,1,1,https://seekforest.blogspot.com/search/label/%E6%AD%90%E6%B4%B2%E6%97%85%E9%81%8A%EF%BC%86%E7%99%BB%E5%B1%B1
4,1,1,https://seekforest.blogspot.com/search/label/%E6%94%80%E5%B2%A9%EF%BC%86%E6%8A%B1%E7%9F%B3%EF%BC%86%E6%BA%AF%E6%BA%AA
4,1,1,https://seekforest.blogspot.com/search/label/Bikepacking
4,1,1,https://seekforest.blogspot.com/2019/10/alpine-packs-vs-ultralight-pack.html
4,1,1,https://seekforest.blogspot.com/2018/08/zermatt20180703-17.html
4,1,1,https://seekforest.blogspot.com/2018/08/chamonix-20180703-17_17.html
4,1,1,https://seekforest.blogspot.com/2021/
4,1,1,https://seekforest.blogspot.com/2021/07/
4,1,1,https://seekforest.blogspot.com/2020/
4,1,1,https://seekforest.blogspot.com/2020/09/
4,1,1,https://seekforest.blogspot.com/2020/08/
4,1,1,https://seekforest.blogspot.com/2020/02/
4,1,1,https://seekforest.blogspot.com/2019/
4,1,1,https://seekforest.blogspot.com/2019/12/
4,1,1,https://seekforest.blogspot.com/2019/10/
4,1,1,https://seekforest.blogspot.com/2019/09/
4,1,1,https://seekforest.blogspot.com/2019/08/
4,1,1,https://seekforest.blogspot.com/2019/07/
4,1,1,https://seekforest.blogspot.com/2019/05/
4,1,1,https://seekforest.blogspot.com/2018/
4,1,1,https://seekforest.blogspot.com/2018/12/
4,1,1,https://seekforest.blogspot.com/2018/08/
4,1,1,https://seekforest.blogspot.com/2018/06/
4,1,1,https://seekforest.blogspot.com/2018/05/
4,1,1,https://seekforest.blogspot.com/2018/04/
4,1,1,https://seekforest.blogspot.com/2018/03/
4,1,1,https://seekforest.blogspot.com/2018/02/
4,1,1,https://seekforest.blogspot.com/2018/01/
4,1,1,https://seekforest.blogspot.com/2017/
4,1,1,https://seekforest.blogspot.com/2017/12/
4,1,1,https://seekforest.blogspot.com/2017/10/
4,1,1,https://seekforest.blogspot.com/2017/09/
4,1,1,https://seekforest.blogspot.com/2017/07/
4,1,1,https://seekforest.blogspot.com/2017/06/
4,1,1,https://seekforest.blogspot.com/2017/05/
4,1,1,https://seekforest.blogspot.com/2017/03/
4,1,1,https://seekforest.blogspot.com/2016/
4,1,1,https://seekforest.blogspot.com/2016/12/
4,1,1,https://seekforest.blogspot.com/2016/11/
4,1,1,https://seekforest.blogspot.com/2016/10/
4,1,1,https://seekforest.blogspot.com/2016/09/
4,1,1,https://seekforest.blogspot.com/2016/08/
