category,layer,indomain,urls
3,0,1,https://news.google.com/topstories?hl=zh-TW&gl=TW&ceid=TW:zh-Hant
3,0,1,https://tw.news.yahoo.com/
3,0,1,https://udn.com/news/index
3,0,1,https://news.tvbs.com.tw/
3,0,1,https://www.bbc.com/zhongwen/trad
3,0,1,https://www.ltn.com.tw/
3,0,1,https://www.usnews.com/
3,0,1,https://edition.cnn.com/
3,0,1,https://www.usatoday.com/news/
3,0,1,https://abcnews.go.com/
