category,layer,indomain,urls
1,0,1,https://yt1s.kim/youtube-to-mp3/zh-tw
1,0,1,https://www.topwin-movie-maker.com/tw-hk/download.html
1,0,1,https://www.freedownloadmanager.org/zh/
1,0,1,https://apkpure.com/tw/
1,0,1,https://en.softonic.com/downloads/apps-download
1,0,1,https://www.pexels.com/zh-tw/videos/
1,0,1,https://ubuntu.com/download
1,0,1,https://archive.org/details/moviesandfilms
1,0,1,https://filesamples.com/formats
1,0,1,https://www.java.com/download/ie_manual.jsp
